idx,is_inclusive,premise,question,label
8643,1,Daryl is ferocious or Nina is efficient. Nina is not efficient.,Nina is efficient,0
8644,1,Daryl is ferocious or Nina is efficient. Nina is not efficient.,Nina is not efficient,1
8645,1,Conor is not buff or Nan is orderly. Nan is not orderly.,Conor is buff,0
8646,1,Conor is not buff or Nan is orderly. Nan is not orderly.,Conor is not buff,1
8647,1,Conor is not buff or Nan is orderly. Nan is not orderly.,Nan is orderly,0
8648,1,Conor is not buff or Nan is orderly. Nan is not orderly.,Nan is not orderly,1
8649,0,Either Fredric is not quiet or Addie is not artificial. Addie is not artificial.,Fredric is quiet,1
8650,0,Either Fredric is not quiet or Addie is not artificial. Addie is not artificial.,Fredric is not quiet,0
8651,0,Either Fredric is not quiet or Addie is not artificial. Addie is not artificial.,Addie is artificial,0
8652,0,Either Fredric is not quiet or Addie is not artificial. Addie is not artificial.,Addie is not artificial,1
8653,1,Brien is not crass or Harvey is not shy. Brien is crass.,Brien is crass,1
8654,1,Brien is not crass or Harvey is not shy. Brien is crass.,Brien is not crass,0
8655,1,Brien is not crass or Harvey is not shy. Brien is crass.,Harvey is shy,0
8656,1,Brien is not crass or Harvey is not shy. Brien is crass.,Harvey is not shy,1
8657,0,Either Amanda is agreeable or Mindy is immature. Amanda is not agreeable.,Amanda is agreeable,0
8658,0,Either Amanda is agreeable or Mindy is immature. Amanda is not agreeable.,Amanda is not agreeable,1
8659,0,Either Amanda is agreeable or Mindy is immature. Amanda is not agreeable.,Mindy is immature,1
8660,0,Either Amanda is agreeable or Mindy is immature. Amanda is not agreeable.,Mindy is not immature,0
8661,1,Winona is not dirty or Lewis is not energetic. Lewis is energetic.,Winona is dirty,0
8662,1,Winona is not dirty or Lewis is not energetic. Lewis is energetic.,Winona is not dirty,1
8663,1,Winona is not dirty or Lewis is not energetic. Lewis is energetic.,Lewis is energetic,1
8664,1,Winona is not dirty or Lewis is not energetic. Lewis is energetic.,Lewis is not energetic,0
8665,0,Either Alphonse is irascible or Thomas is slothful. Thomas is not slothful.,Alphonse is irascible,1
8666,0,Either Alphonse is irascible or Thomas is slothful. Thomas is not slothful.,Alphonse is not irascible,0
8667,0,Either Alphonse is irascible or Thomas is slothful. Thomas is not slothful.,Thomas is slothful,0
8668,0,Either Alphonse is irascible or Thomas is slothful. Thomas is not slothful.,Thomas is not slothful,1
8669,1,Berneice is fastidious or Ola is beneficent. Ola is beneficent.,Berneice is fastidious,1
8670,1,Berneice is fastidious or Ola is beneficent. Ola is beneficent.,Berneice is not fastidious,1
8671,1,Berneice is fastidious or Ola is beneficent. Ola is beneficent.,Ola is beneficent,1
8672,1,Berneice is fastidious or Ola is beneficent. Ola is beneficent.,Ola is not beneficent,0
8673,1,Smith is bright or King is hearty. King is not hearty.,Smith is bright,1
8674,1,Smith is bright or King is hearty. King is not hearty.,Smith is not bright,0
8675,1,Smith is bright or King is hearty. King is not hearty.,King is hearty,0
8676,1,Smith is bright or King is hearty. King is not hearty.,King is not hearty,1
8677,1,Herman is love-lorn or Justin is love-lorn. Justin is not love-lorn.,Herman is love-lorn,1
8678,1,Herman is love-lorn or Justin is love-lorn. Justin is not love-lorn.,Herman is not love-lorn,0
8679,1,Herman is love-lorn or Justin is love-lorn. Justin is not love-lorn.,Justin is love-lorn,0
8680,1,Herman is love-lorn or Justin is love-lorn. Justin is not love-lorn.,Justin is not love-lorn,1
8681,0,Either Eulalia is leery or Lavinia is flashy. Eulalia is not leery.,Eulalia is leery,0
8682,0,Either Eulalia is leery or Lavinia is flashy. Eulalia is not leery.,Eulalia is not leery,1
8683,0,Either Eulalia is leery or Lavinia is flashy. Eulalia is not leery.,Lavinia is flashy,1
8684,0,Either Eulalia is leery or Lavinia is flashy. Eulalia is not leery.,Lavinia is not flashy,0
8685,1,Jimmie is not one-sided or Philip is incisive. Philip is incisive.,Jimmie is one-sided,1
8686,1,Jimmie is not one-sided or Philip is incisive. Philip is incisive.,Jimmie is not one-sided,1
8687,1,Jimmie is not one-sided or Philip is incisive. Philip is incisive.,Philip is incisive,1
8688,1,Jimmie is not one-sided or Philip is incisive. Philip is incisive.,Philip is not incisive,0
8689,0,Either Ivan is not stable or Adolph is not modest. Ivan is stable.,Ivan is stable,1
8690,0,Either Ivan is not stable or Adolph is not modest. Ivan is stable.,Ivan is not stable,0
8691,0,Either Ivan is not stable or Adolph is not modest. Ivan is stable.,Adolph is modest,0
8692,0,Either Ivan is not stable or Adolph is not modest. Ivan is stable.,Adolph is not modest,1
8693,0,Either Lincoln is not wary or Pat is not efficient. Pat is not efficient.,Lincoln is wary,1
8694,0,Either Lincoln is not wary or Pat is not efficient. Pat is not efficient.,Lincoln is not wary,0
8695,0,Either Lincoln is not wary or Pat is not efficient. Pat is not efficient.,Pat is efficient,0
8696,0,Either Lincoln is not wary or Pat is not efficient. Pat is not efficient.,Pat is not efficient,1
8697,1,Joe is not clean or Nat is not elfin. Nat is not elfin.,Joe is clean,1
8698,1,Joe is not clean or Nat is not elfin. Nat is not elfin.,Joe is not clean,1
8699,1,Joe is not clean or Nat is not elfin. Nat is not elfin.,Nat is elfin,0
8700,1,Joe is not clean or Nat is not elfin. Nat is not elfin.,Nat is not elfin,1
8701,1,Elwood is not blue or Allison is surly. Elwood is blue.,Elwood is blue,1
8702,1,Elwood is not blue or Allison is surly. Elwood is blue.,Elwood is not blue,0
8703,1,Elwood is not blue or Allison is surly. Elwood is blue.,Allison is surly,1
8704,1,Elwood is not blue or Allison is surly. Elwood is blue.,Allison is not surly,0
8705,0,Either Tom is not discerning or Carolynn is not lean. Carolynn is not lean.,Tom is discerning,1
8706,0,Either Tom is not discerning or Carolynn is not lean. Carolynn is not lean.,Tom is not discerning,0
8707,0,Either Tom is not discerning or Carolynn is not lean. Carolynn is not lean.,Carolynn is lean,0
8708,0,Either Tom is not discerning or Carolynn is not lean. Carolynn is not lean.,Carolynn is not lean,1
8709,0,Either Donavan is not unaffected or Adelbert is slothful. Adelbert is slothful.,Donavan is unaffected,1
8710,0,Either Donavan is not unaffected or Adelbert is slothful. Adelbert is slothful.,Donavan is not unaffected,0
8711,0,Either Donavan is not unaffected or Adelbert is slothful. Adelbert is slothful.,Adelbert is slothful,1
8712,0,Either Donavan is not unaffected or Adelbert is slothful. Adelbert is slothful.,Adelbert is not slothful,0
8713,1,Aurelia is not respectful or Lucy is restless. Lucy is not restless.,Aurelia is respectful,0
8714,1,Aurelia is not respectful or Lucy is restless. Lucy is not restless.,Aurelia is not respectful,1
8715,1,Aurelia is not respectful or Lucy is restless. Lucy is not restless.,Lucy is restless,0
8716,1,Aurelia is not respectful or Lucy is restless. Lucy is not restless.,Lucy is not restless,1
8717,0,Either Sylvan is slight or Shelby is not hot-headed. Shelby is not hot-headed.,Sylvan is slight,0
8718,0,Either Sylvan is slight or Shelby is not hot-headed. Shelby is not hot-headed.,Sylvan is not slight,1
8719,0,Either Sylvan is slight or Shelby is not hot-headed. Shelby is not hot-headed.,Shelby is hot-headed,0
8720,0,Either Sylvan is slight or Shelby is not hot-headed. Shelby is not hot-headed.,Shelby is not hot-headed,1
8721,0,Either Mora is motivated or Nan is not testy. Mora is motivated.,Mora is motivated,1
8722,0,Either Mora is motivated or Nan is not testy. Mora is motivated.,Mora is not motivated,0
8723,0,Either Mora is motivated or Nan is not testy. Mora is motivated.,Nan is testy,1
8724,0,Either Mora is motivated or Nan is not testy. Mora is motivated.,Nan is not testy,0
8725,1,Aron is not proficient or Angie is not dependent. Aron is not proficient.,Aron is proficient,0
8726,1,Aron is not proficient or Angie is not dependent. Aron is not proficient.,Aron is not proficient,1
8727,1,Aron is not proficient or Angie is not dependent. Aron is not proficient.,Angie is dependent,1
8728,1,Aron is not proficient or Angie is not dependent. Aron is not proficient.,Angie is not dependent,1
8729,0,Either Jeanette is not irritating or Adolf is sturdy. Adolf is sturdy.,Jeanette is irritating,1
8730,0,Either Jeanette is not irritating or Adolf is sturdy. Adolf is sturdy.,Jeanette is not irritating,0
8731,0,Either Jeanette is not irritating or Adolf is sturdy. Adolf is sturdy.,Adolf is sturdy,1
8732,0,Either Jeanette is not irritating or Adolf is sturdy. Adolf is sturdy.,Adolf is not sturdy,0
8733,1,Drew is plucky or Ossie is civil. Drew is not plucky.,Drew is plucky,0
8734,1,Drew is plucky or Ossie is civil. Drew is not plucky.,Drew is not plucky,1
8735,1,Drew is plucky or Ossie is civil. Drew is not plucky.,Ossie is civil,1
8736,1,Drew is plucky or Ossie is civil. Drew is not plucky.,Ossie is not civil,0
8737,0,Either Fletcher is not tactless or Felix is unguarded. Felix is unguarded.,Fletcher is tactless,1
8738,0,Either Fletcher is not tactless or Felix is unguarded. Felix is unguarded.,Fletcher is not tactless,0
8739,0,Either Fletcher is not tactless or Felix is unguarded. Felix is unguarded.,Felix is unguarded,1
8740,0,Either Fletcher is not tactless or Felix is unguarded. Felix is unguarded.,Felix is not unguarded,0
8741,1,Suzan is not brave or Heather is lovable. Suzan is brave.,Suzan is brave,1
8742,1,Suzan is not brave or Heather is lovable. Suzan is brave.,Suzan is not brave,0
8743,1,Suzan is not brave or Heather is lovable. Suzan is brave.,Heather is lovable,1
8744,1,Suzan is not brave or Heather is lovable. Suzan is brave.,Heather is not lovable,0
8745,0,Either Rodger is not willing or Conrad is not slight. Rodger is willing.,Rodger is willing,1
8746,0,Either Rodger is not willing or Conrad is not slight. Rodger is willing.,Rodger is not willing,0
8747,0,Either Rodger is not willing or Conrad is not slight. Rodger is willing.,Conrad is slight,0
8748,0,Either Rodger is not willing or Conrad is not slight. Rodger is willing.,Conrad is not slight,1
8749,1,Bella is coherent or Zachary is not tactful. Bella is not coherent.,Bella is coherent,0
8750,1,Bella is coherent or Zachary is not tactful. Bella is not coherent.,Bella is not coherent,1
8751,1,Bella is coherent or Zachary is not tactful. Bella is not coherent.,Zachary is tactful,0
8752,1,Bella is coherent or Zachary is not tactful. Bella is not coherent.,Zachary is not tactful,1
8753,0,Either Cordell is uncertain or Arvel is unpopular. Arvel is not unpopular.,Cordell is uncertain,1
8754,0,Either Cordell is uncertain or Arvel is unpopular. Arvel is not unpopular.,Cordell is not uncertain,0
8755,0,Either Cordell is uncertain or Arvel is unpopular. Arvel is not unpopular.,Arvel is unpopular,0
8756,0,Either Cordell is uncertain or Arvel is unpopular. Arvel is not unpopular.,Arvel is not unpopular,1
8757,1,Al is peevish or Melva is not naughty. Melva is not naughty.,Al is peevish,1
8758,1,Al is peevish or Melva is not naughty. Melva is not naughty.,Al is not peevish,1
8759,1,Al is peevish or Melva is not naughty. Melva is not naughty.,Melva is naughty,0
8760,1,Al is peevish or Melva is not naughty. Melva is not naughty.,Melva is not naughty,1
8761,1,Tom is serene or Reba is playful. Tom is serene.,Tom is serene,1
8762,1,Tom is serene or Reba is playful. Tom is serene.,Tom is not serene,0
8763,1,Tom is serene or Reba is playful. Tom is serene.,Reba is playful,1
8764,1,Tom is serene or Reba is playful. Tom is serene.,Reba is not playful,1
8765,1,Olga is guarded or Deven is not grouchy. Deven is not grouchy.,Olga is guarded,1
8766,1,Olga is guarded or Deven is not grouchy. Deven is not grouchy.,Olga is not guarded,1
8767,1,Olga is guarded or Deven is not grouchy. Deven is not grouchy.,Deven is grouchy,0
8768,1,Olga is guarded or Deven is not grouchy. Deven is not grouchy.,Deven is not grouchy,1
8769,1,Cordia is reluctant or Lon is not cruel. Lon is not cruel.,Cordia is reluctant,1
8770,1,Cordia is reluctant or Lon is not cruel. Lon is not cruel.,Cordia is not reluctant,1
8771,1,Cordia is reluctant or Lon is not cruel. Lon is not cruel.,Lon is cruel,0
8772,1,Cordia is reluctant or Lon is not cruel. Lon is not cruel.,Lon is not cruel,1
8773,0,Either Gilbert is not cheerful or Margarette is generous. Margarette is generous.,Gilbert is cheerful,1
8774,0,Either Gilbert is not cheerful or Margarette is generous. Margarette is generous.,Gilbert is not cheerful,0
8775,0,Either Gilbert is not cheerful or Margarette is generous. Margarette is generous.,Margarette is generous,1
8776,0,Either Gilbert is not cheerful or Margarette is generous. Margarette is generous.,Margarette is not generous,0
8777,1,Stewart is not sloppy or Layton is playful. Stewart is sloppy.,Stewart is sloppy,1
8778,1,Stewart is not sloppy or Layton is playful. Stewart is sloppy.,Stewart is not sloppy,0
8779,1,Stewart is not sloppy or Layton is playful. Stewart is sloppy.,Layton is playful,1
8780,1,Stewart is not sloppy or Layton is playful. Stewart is sloppy.,Layton is not playful,0
8781,1,Winnifred is courageous or Thelma is not unsure. Thelma is not unsure.,Winnifred is courageous,1
8782,1,Winnifred is courageous or Thelma is not unsure. Thelma is not unsure.,Winnifred is not courageous,1
8783,1,Winnifred is courageous or Thelma is not unsure. Thelma is not unsure.,Thelma is unsure,0
8784,1,Winnifred is courageous or Thelma is not unsure. Thelma is not unsure.,Thelma is not unsure,1
8785,1,Leroy is not meticulous or Warner is naive. Leroy is meticulous.,Leroy is meticulous,1
8786,1,Leroy is not meticulous or Warner is naive. Leroy is meticulous.,Leroy is not meticulous,0
8787,1,Leroy is not meticulous or Warner is naive. Leroy is meticulous.,Warner is naive,1
8788,1,Leroy is not meticulous or Warner is naive. Leroy is meticulous.,Warner is not naive,0
8789,0,Either Charles is not competent or Yvonne is demonic. Yvonne is not demonic.,Charles is competent,0
8790,0,Either Charles is not competent or Yvonne is demonic. Yvonne is not demonic.,Charles is not competent,1
8791,0,Either Charles is not competent or Yvonne is demonic. Yvonne is not demonic.,Yvonne is demonic,0
8792,0,Either Charles is not competent or Yvonne is demonic. Yvonne is not demonic.,Yvonne is not demonic,1
8793,1,Derrell is not immature or Estella is clumsy. Estella is clumsy.,Derrell is immature,1
8794,1,Derrell is not immature or Estella is clumsy. Estella is clumsy.,Derrell is not immature,1
8795,1,Derrell is not immature or Estella is clumsy. Estella is clumsy.,Estella is clumsy,1
8796,1,Derrell is not immature or Estella is clumsy. Estella is clumsy.,Estella is not clumsy,0
8797,1,Audie is agreeable or Barton is not inventive. Audie is not agreeable.,Audie is agreeable,0
8798,1,Audie is agreeable or Barton is not inventive. Audie is not agreeable.,Audie is not agreeable,1
8799,1,Audie is agreeable or Barton is not inventive. Audie is not agreeable.,Barton is inventive,0
8800,1,Audie is agreeable or Barton is not inventive. Audie is not agreeable.,Barton is not inventive,1
